Date,Track,Race Name,Race,Market,Selection,Number,Horse,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,10105144,4,Certainly,1.87,0,1.29,1,0,-0.24043444,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,1240506,1,Huzzah,18.49,0,47.48,0,0,0.033021789,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,4470395,8,Vivacious,9.69,0,23.04,0,0,0.059796397,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,492021,2,Provence,10.78,1,25.09,1,0,0.052907862,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,65787619,6,Our Absolute,20.68,0,38.64,0,0,0.022475982,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,65787620,7,Scouser,7.57,0,12.12,0,0,0.049592145,,
10/02/2024,Te Rapa,R2 1200m Mdn,2,224584202,9008033,9,Chloes Comet,28.93,0,41.52,1,0,0.010481416,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,18221456,2,Mr Universe,22.93,0,190,0,0,0.038347832,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,221520,10,Singing Sun,27,0,26.25,0,0,-0.001058201,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,38276640,12,Bea A Roca,12.06,0,8.23,1,0,-0.038587943,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,39447420,6,Iffshecan,31.55,0,28.21,0,0,-0.003752701,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,4782225,9,Cooper,17.26,0,10.1,0,0,-0.041072473,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,48591364,16,Zantabulous,7.61,0,10,0,0,0.031406045,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,4935758,4,Kingfisher,14.88,1,11.5,1,0,-0.019752221,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,49513109,11,Academy Award,6.59,0,5.3,0,0,-0.036934177,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,51526674,3,Insatiable,8.11,0,9.73,1,0,0.020529639,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,58495302,1,Chattahoochee,12.09,0,22.3,0,0,0.037869937,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,63704140,7,Candle,12.84,0,12.85,0,0,6.06083E-05,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,65787622,13,Im Lulu,35.47,0,34,0,0,-0.001218926,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,65787623,14,In Extasy,28.6,0,19.78,0,0,-0.015591082,,
10/02/2024,Te Rapa,R3 1200m Hcap,3,224584204,65787624,15,Screamin Eagle,20.26,0,19.25,0,0,-0.00258971,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,2468477,9,The Entertainer,29.14,0,150,0,0,0.027650423,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,3880891,5,About Time,12.64,0,16.75,0,0,0.019412432,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,5562116,13,Spring Queen,96.61,0,172.03,0,0,0.004537956,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,64122294,1,Molly Bloom,4.2,1,3.28,1,0,-0.066782811,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65121060,11,Inspired By Art,12.17,0,19.5,0,0,0.030887217,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65520890,12,Positivity,67.88,0,65.8,0,0,-0.000465689,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787626,2,Mary Shan,7.16,0,5.45,0,0,-0.043821434,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787627,3,Tulsi,18.89,0,19.35,0,0,0.001258476,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787628,4,Sudbina,6.28,0,7.83,0,0,0.031521748,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787629,6,Grail Seeker,12.32,0,9.94,0,0,-0.019434791,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787630,7,Still Bangon,18.89,0,48,0,0,0.032104729,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787631,8,Livid Sky,24.97,0,34,1,0,0.010636293,,
10/02/2024,Te Rapa,R4 2000m Grp2,4,224584206,65787632,10,Harlow Rocks,65.96,0,34.64,1,0,-0.013707657,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,1024580,8,Devoted,63.61,0,52.3,0,0,-0.00339966,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,11052507,2,Mark Twain,6.67,1,6.8,1,0,0.002866214,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,13098016,10,Our Turn,27.96,0,13.33,0,0,-0.039253376,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,23691847,4,Blueys Chance,93.07,0,217.43,0,0,0.006145419,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,3245257,1,Channel Surfer,5.2,0,4.32,0,0,-0.039173789,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,40310002,3,Rua Rocks,86.4,0,53.32,0,0,-0.007180615,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,42200903,7,Rocket Lad,28.86,0,35.5,0,0,0.006481021,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,49710839,11,Russian Satire,8.21,0,9.77,0,0,0.019448534,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,59416453,12,The Dutch Dame,30.25,0,22.55,1,0,-0.011288047,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,60229172,5,Infer,5.16,,,,,,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,62355166,13,El Bandolero,177.02,0,326.58,1,0,0.002587042,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,64319140,9,Kiwi Man,18.61,0,23,0,0,0.01025629,,
10/02/2024,Te Rapa,R5 2100m Hcap,5,224584208,8341707,6,Promised Land,7.08,0,5.99,0,0,-0.02570197,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,35910564,2,No Compromise,18.62,0,60.78,0,0,0.037252912,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,38187942,11,Lady Telena,102.36,0,110.57,0,0,0.000725397,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,40775984,3,Skyman,23.69,0,27.16,0,0,0.005393053,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,45541608,4,One Bold Cat,15.93,0,24.88,1,0,0.022581713,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,48261737,1,Sharp N Smart,12.81,0,13.5,0,0,0.003989938,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,51179221,10,Mazzolino,90.27,0,75,0,0,-0.002255456,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,51454175,6,Arby,40.53,0,44.53,0,0,0.002216311,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,52670190,9,Aquacade,12.38,0,25,0,0,0.040775444,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,5818304,8,Campionessa,7.85,0,11,1,0,0.036479444,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,65787633,5,Mali Ston,37.9,0,98.49,0,0,0.016231909,,
10/02/2024,Te Rapa,R6 2000m Grp1,6,224584210,65787634,7,Legarto,2.07,1,1.56,1,0,-0.157933854,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,2380060,10,Reputation,14.22,0,13.4,0,0,-0.004303378,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,3162616,3,Gigi,85.78,0,110,0,0,0.00256682,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,50604772,4,Amberite,12.89,0,16.5,0,0,0.016973458,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,51360650,2,Adam I Am,2.87,0,2.33,0,0,-0.080752494,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,52670265,6,Hasstobeawinner,26.79,0,20.85,1,0,-0.01063427,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,63704144,11,Vera Rose,34.87,0,24,1,0,-0.01298872,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65388854,13,Chaource,11.87,0,23,0,0,0.040767737,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65787635,5,Choose Em Big,29.28,0,60.67,0,0,0.017670395,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65787636,7,Kenobi,90.39,0,96.31,0,0,0.000680033,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65787637,8,Wallen,32.64,1,20.33,1,0,-0.018551137,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65787638,9,Sinhaman,11.61,0,13,0,0,0.009209567,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65787639,12,To Catch A Thief,8.98,0,9,0,0,0.000247463,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,65787640,14,Mars,85.62,0,65,0,0,-0.003705101,,
10/02/2024,Te Rapa,R7 1600m Hcap,7,224584212,721417,1,The Odyssey,17.61,0,23,0,0,0.013307656,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,26706264,13,Quintessa,11.79,0,24,0,0,0.043150975,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,27281384,1,Callsign Mav,190.95,0,169.96,1,0,-0.000646764,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,27849543,2,Dragon Leap,15.96,0,22.3,0,0,0.017813592,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,38276628,6,Bonny Lass,16.56,1,19.66,1,0,0.009521774,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,38535012,8,Malt Time,94.87,0,102.58,0,0,0.000792251,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,4073325,12,Solidify,94.29,0,190,0,0,0.005342421,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,43594202,3,Waitak,6.04,0,6.2,0,0,0.004272591,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,44966326,7,Faraglioni,17.93,0,36,0,0,0.027994671,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,5651105,4,Habana,27.67,0,38.88,0,0,0.010420059,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,64319145,10,Imwonderfultonight,29.62,0,29.39,0,0,-0.000264206,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,65787644,9,Imprevu,140.08,0,224.93,0,0,0.00269295,,
10/02/2024,Te Rapa,R8 1400m Grp1,8,224584214,65787645,11,Crocetti,2.14,0,1.76,1,0,-0.100892099,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,3077455,4,Financier,5.58,1,3.98,1,0,-0.072044812,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,3214026,3,Burn To Shine,4.93,0,6.8,1,0,0.055780933,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,39630032,10,Impresa,23.7,0,31.57,0,0,0.010518451,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,42154427,2,Dawn Parade,85.01,0,208.88,0,0,0.006975884,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,43746799,11,Caravella,36.3,0,32,0,0,-0.003701791,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,4719954,1,Pow Wow,93.66,0,44.56,0,0,-0.011764735,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,50354077,6,Sassy Merlot,22.92,0,18.35,0,0,-0.010865895,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,51956867,7,Billy Bunter,35.56,0,34.88,0,0,-0.00054824,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,61860995,5,Sir Sterling,10.26,0,11.92,0,0,0.013573269,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,6380208,8,Dimaggio,47.86,0,38.48,0,0,-0.005093251,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,65787646,12,Francee,6.24,0,7.2,0,0,0.021367521,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,65787647,13,Jaarffi,8.79,0,8.05,1,0,-0.01045796,,
10/02/2024,Te Rapa,R9 1400m Hcap,9,224584216,8295201,9,Navigator,16.21,0,14,0,0,-0.009738257,,
10/02/2024,Toowoomba,R1 1000m 2yo,1,224592103,65823088,1,Foolsay,11.72,0,7.53,0,2.86,-0.047477893,,
10/02/2024,Toowoomba,R1 1000m 2yo,1,224592103,65823089,3,Reigning Alpha,3.27,0,2.6,0,1.67,-0.078804987,,
10/02/2024,Toowoomba,R1 1000m 2yo,1,224592103,65823090,4,Lucky Man,4.9,0,5.56,0,2.41,0.024225518,,
10/02/2024,Toowoomba,R1 1000m 2yo,1,224592103,65823091,5,Blue Eye Dame,7.86,0,30,1,8.89,0.09389313,,
10/02/2024,Toowoomba,R1 1000m 2yo,1,224592103,65823093,7,Shes Pushy,3.6,1,3.61,1,1.9,0.000769468,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,2854204,7,Flank Speed,8.66,0,7.94,1,2.71,-0.010471143,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,30285777,5,Spinning Spirit,15.07,0,9.67,0,3.1,-0.037055616,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,41818605,9,Oracolo,22.75,0,19,0,4.9,-0.008675535,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,42572615,6,Hussons Revenge,6.29,0,6.78,0,2.54,0.011489887,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,47441068,3,Al Pals Gal,17.19,1,10.5,1,3.17,-0.037064739,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,53447458,1,Rusheen,6.6,0,6.07,0,2.47,-0.013229494,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,54174541,2,Latenighttoughguy,4.2,0,5.62,0,2.55,0.060159295,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,65292654,8,Panuara Boy,8.25,0,7.59,1,2.54,-0.010540184,,
10/02/2024,Toowoomba,R2 1000m Hcap,2,224592108,6917941,4,Incomparable,21.7,0,23.16,0,4.8,0.002905056,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,11014047,2,Battalion,13.33,0,30.01,0,5,0.041696529,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,42208724,9,Suncraft,67.46,0,60.75,0,7,-0.001637306,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,45396004,5,Worthy Essgee,23.26,0,26.75,1,4.17,0.005609084,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,54632509,3,Field Of Mars,4.83,0,4.05,0,1.47,-0.039874243,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,61557444,6,Machine Head,2.93,1,3.9,1,1.56,0.084886672,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,64343847,10,Time To Launch,4.83,0,2.66,1,1.32,-0.168900512,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,65823094,1,As The Days Go By,27.38,0,75.99,0,11.99,0.023363383,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,65823095,7,Defderfy,156.07,0,454.31,0,244.41,0.004206241,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,65823096,8,La Harri,190,0,287.39,0,48,0.001783566,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,65823098,13,Book Of Exodus,18.96,0,20.12,0,4.3,0.003040827,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,65823099,14,Luvyabunches,184.88,0,555.35,0,95,0.003608248,,
10/02/2024,Toowoomba,R3 1100m Mdn,3,224592113,65823100,15,Irish Arthur,184.88,0,616.88,0,80,0.003787853,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,24984839,3,Kuzco Lad,41.42,0,110,0,16.24,0.015052017,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,3289034,8,Charged,15.57,0,28.48,0,6.51,0.029113716,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,39447772,6,Rubys Lad,28.32,0,43.62,0,8.77,0.012385471,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,43548716,5,Dazzling Flash,9.81,0,4.97,1,1.93,-0.099270444,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,48401431,10,Adalissa,18.31,0,21,0,4.98,0.006995917,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,55457460,9,Ships Ahoy,7.56,0,7.76,0,2.74,0.003409153,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,55533188,2,Prepotent,4.64,1,4.57,1,1.81,-0.003301139,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,55533609,1,Bean Dancing,13.03,0,21,0,5.3,0.029126923,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,64997730,4,Flop Turn River,8.86,0,10.16,0,3.33,0.01444162,,
10/02/2024,Toowoomba,R4 1300m Hcap,4,224592118,65823101,7,Bean Rocking,5.48,0,3.86,1,1.71,-0.076585606,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,1539690,1,Van Gogh,6.88,1,5.88,1,2.16,-0.02471919,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,36121781,9,Delayed Launch,36.96,0,90,0,13.14,0.015945166,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,39447771,5,Aliraaj,23.84,0,25.02,1,5.35,0.001978283,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,417137,2,Come On Eileen,13.49,0,30,0,5.5,0.040795651,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,42572205,4,My Whistleblower,3.48,0,4.9,0,1.81,0.083274689,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,49118044,7,Package,12.55,0,10.16,0,2.76,-0.018743922,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,53751446,6,Lizzies Pride,6.96,0,4.03,0,1.52,-0.104460797,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,65823102,3,Visual Element,5.28,0,6.47,1,2.2,0.034834434,,
10/02/2024,Toowoomba,R5 1890m Hcap,5,224592123,65823103,8,More Success,86.89,0,85,0,13.5,-0.000255902,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,49297457,5,Toute Sweet,10.36,0,19.5,1,3.35,0.045243045,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,58453312,7,Speedy Grace,33.77,0,42.83,0,5.67,0.006263961,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,60528942,1,Quade,2.14,0,1.87,1,1.15,-0.067469639,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,61104731,2,Connewarre,10.41,1,5.6,1,1.6,-0.082509949,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,62869699,8,Littlemisscancan,21.69,0,59.29,0,8.18,0.029237945,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,64796305,4,Butt Heads,5.68,0,5.01,0,1.64,-0.02354446,,
10/02/2024,Toowoomba,R6 1000m 3yo,6,224592128,65823104,3,Miss De Blaas,11.3,0,21.37,0,3.55,0.041701003,,
10/02/2024,Townsville,R1 1200m Hcap,1,224591857,1299360,1,Bold Type,2.76,0,2.31,0,1.43,-0.070581592,,
10/02/2024,Townsville,R1 1200m Hcap,1,224591857,28490636,5,Family Star,3.82,1,4,1,2.03,0.011780105,,
10/02/2024,Townsville,R1 1200m Hcap,1,224591857,35524845,7,Lighthorse Lad,56.45,0,62.68,0,20,0.00176074,,
10/02/2024,Townsville,R1 1200m Hcap,1,224591857,38476038,6,Focus,10.08,0,9.8,0,3.4,-0.002834467,,
10/02/2024,Townsville,R1 1200m Hcap,1,224591857,41663659,2,Hes Xceptional,3.86,0,4.8,1,2.16,0.050734024,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,1006000,1,Thats It,1.98,1,1.13,1,1.06,-0.379905247,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,3361814,8,Our Secret Affair,52.57,0,205.37,0,34,0.014152996,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,65823156,4,Cosmic Atom,6.9,0,21,0,3.25,0.097308489,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,65823158,6,Diamond Code,7.24,0,19.5,0,3.09,0.086839496,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,65823159,7,Magic Intent,17.72,0,61.48,1,6.4,0.040167956,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,65823160,9,Wickedly Elegant,13.41,0,50,0,6.6,0.054571216,,
10/02/2024,Townsville,R2 1000m 2yo,2,224591862,65823161,10,Good N Devine,16.11,0,129.52,0,12,0.054352431,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,42188450,2,November Rhythm,4.44,0,3.8,0,1.39,-0.03793267,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,56905121,9,Moon Missile,14.61,0,16.84,0,2.89,0.009063847,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,63265737,1,Inreadyness,138.5,0,35.52,0,5.18,-0.020932937,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,64575147,8,Shes A Mission,170.53,0,200,0,22,0.000864071,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,65823163,4,More Than A Hero,1.84,0,1.97,1,1.17,0.035864048,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,65823164,5,Extra Free,31.13,1,26.24,1,4.38,-0.005986402,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,65823167,6,Rivalon,23.37,0,55,0,7.2,0.024608083,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,65823168,7,Gogglebox,170.53,0,130,0,13,-0.001828237,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,65823169,10,Rising Prophet,168.63,0,111.59,1,13.95,-0.003031234,,
10/02/2024,Townsville,R3 1000m Mdn,3,224591867,65823170,11,Head Bee,15.86,0,19.98,0,3.51,0.013001652,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,1544496,5,Hollywood Park,5.98,0,10,0,2.79,0.06722408,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,19087392,9,Sizzling Sun,196.32,0,170,0,20,-0.000788628,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,27346690,1,Southern Swing,36.13,0,33.53,0,5.3,-0.002146208,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,31194151,3,Nebaraz,4.87,0,7,0,2.08,0.062481666,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,37583926,7,Conquering Judas,10.82,0,12.84,1,2.76,0.014539822,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,37585468,8,Pluckercarn,32.98,0,37.47,1,6.47,0.00363339,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,39906519,4,Invincible Bay,3.43,1,3.24,1,1.42,-0.017096786,,
10/02/2024,Townsville,R4 1609m Hcap,4,224591872,40776157,2,Medal,5.54,0,3.75,0,1.47,-0.086161252,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,26921842,10,Private Sector,48.48,0,56.06,0,11,0.002789032,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,34613704,1,Altar Boy,9.29,0,8.64,0,2.35,-0.008098114,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,35880416,3,Private Cheetah,10.08,0,6.06,0,2.1,-0.065810152,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,39057186,2,Onchao,5.43,0,5.81,0,2.16,0.012045023,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,39539835,4,Divine Wit,30.62,0,63.29,0,11.5,0.016858109,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,53148125,5,Mutafiq,6.57,1,6.4,1,2.18,-0.004042998,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,57338924,7,Elviare,61.17,0,107.44,0,16.5,0.007040362,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,65823172,6,Tioga Pass,5.49,0,10.47,1,2.78,0.086638379,,
10/02/2024,Townsville,R5 1200m CL3,5,224591877,65823173,9,Maranzano,4.88,0,4.2,1,1.66,-0.033177205,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,2190509,6,The Last Crusade,6.93,0,8.18,0,3.12,0.022050756,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,41818444,10,Psychokinesis,11.88,0,18,0,4.9,0.028619529,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,49807234,4,Freddy Barbarossa,12.86,0,6.6,0,2.45,-0.073754654,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,57625751,3,Dystopian,33.28,0,19.11,1,4.9,-0.022280547,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,59452668,1,Thunder Moon,41.89,0,43.74,0,10.5,0.001009677,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,60229162,12,Another Dimension,29.9,0,60,0,14,0.016778149,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,61069622,11,Tennagain,4.97,0,4.6,1,1.87,-0.016184061,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,61288181,2,Rubicks Choice,61.53,0,65.82,0,13.22,0.001059284,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,63824367,8,Kihi,5.83,1,5.3,1,1.98,-0.017152659,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,65823174,7,The Wallet,7.14,0,13,0,3.55,0.063132945,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,65823175,13,Risked It,25.94,0,70,0,13,0.024264787,,
10/02/2024,Townsville,R6 1000m Hcap,6,224591882,65823176,14,Miss Helmut,25.77,0,18.5,0,4.6,-0.015249242,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,1102558,1,Fuji,7.32,0,6.21,0,2.08,-0.024418574,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,4354186,3,Washington,3.61,1,3.97,1,1.68,0.025119141,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,50414602,2,Sugarloaf,17.08,0,8.28,0,2.56,-0.062224937,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,55781311,8,Speedy Spooks,29.4,0,17.5,0,5,-0.023129252,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,65823070,4,Jimmy Can Tango,24.11,0,30,0,5.8,0.008143232,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,65823071,5,Ediva,192.53,0,290,0,61.94,0.00174572,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,65823072,6,Lake Road,6.82,0,10.56,0,3.29,0.051930596,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,65823073,7,Rowdy Shebang,4.58,0,6,1,2.14,0.051673945,,
10/02/2024,Tumut,R1 1400m Mdn,1,224591785,65823074,9,Trade Agreement,12.2,0,11.29,1,2.78,-0.006606746,,
10/02/2024,Tumut,R2 1000m Hcap,2,224591790,1409149,1,Big Day Out,4.65,1,2.5,1,1.61,-0.184946237,,
