Player,Player,Nation,Age,Minutes,ShotsOnTargetAgainst,GoalsAgainst,Saves,Save%,HomeTeam,Away_Team,Date,PlayerTeam
Brendan White,Brendan White,AUS,26-292,24,0,0,0,,Adelaide United,Brisbane Roar,2/02/2019,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,24-027,90,1,3,0,-200,Adelaide United,Brisbane Roar,2/02/2019,Adelaide United
Filip Kurto,Filip Kurto,POL,27-233,90,3,3,0,0,Perth Glory,Wellington Phoenix,2/02/2019,Wellington Phoenix
Liam Reddy,Liam Reddy,AUS,37-178,90,0,0,0,,Perth Glory,Wellington Phoenix,2/02/2019,Perth Glory
Lawrence Thomas,Lawrence Thomas,AUS,26-269,90,5,2,3,60,Central Coast Mariners,Melbourne Victory,2/02/2019,Melbourne Victory
Ben Kennedy,Ben Kennedy,AUS,31-353,90,9,3,6,66.7,Central Coast Mariners,Melbourne Victory,2/02/2019,Central Coast Mariners
Eugene Galekovic,Eugene Galekovic,AUS,37-236,90,4,2,2,50,Sydney FC,Melbourne City,3/02/2019,Melbourne City
Andrew Redmayne,Andrew Redmayne,AUS,30-021,90,2,0,3,100,Sydney FC,Melbourne City,3/02/2019,Sydney FC
Oliver Sail,Oliver Sail,NZL,23-025,90,5,1,4,80,Newcastle Jets,Wellington Phoenix,7/02/2019,Wellington Phoenix
Glen Moss,Glen Moss,NZL,36-019,90,2,1,2,50,Newcastle Jets,Wellington Phoenix,7/02/2019,Newcastle Jets
Andrew Redmayne,Andrew Redmayne,AUS,30-026,90,4,2,2,50,Brisbane Roar,Sydney FC,8/02/2019,Sydney FC
Brendan White,Brendan White,AUS,26-298,90,5,1,4,80,Brisbane Roar,Sydney FC,8/02/2019,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,24-034,90,4,1,3,75,Melbourne City,Adelaide United,9/02/2019,Adelaide United
Eugene Galekovic,Eugene Galekovic,AUS,37-242,90,3,1,2,66.7,Melbourne City,Adelaide United,9/02/2019,Melbourne City
Ben Kennedy,Ben Kennedy,AUS,31-360,90,4,2,2,50,Western Sydney Wanderers,Central Coast Mariners,9/02/2019,Central Coast Mariners
Vedran Janjetović,Vedran Janjetovic,AUS,31-173,90,4,0,4,100,Western Sydney Wanderers,Central Coast Mariners,9/02/2019,Western Sydney Wanderers
Liam Reddy,Liam Reddy,AUS,37-186,90,4,1,3,75,Melbourne Victory,Perth Glory,10/02/2019,Perth Glory
Lawrence Thomas,Lawrence Thomas,AUS,26-277,90,2,2,1,50,Melbourne Victory,Perth Glory,10/02/2019,Melbourne Victory
Eugene Galekovic,Eugene Galekovic,AUS,37-248,90,5,3,2,40,Newcastle Jets,Melbourne City,15/02/2019,Melbourne City
Lewis Italiano,Lewis Italiano,AUS,28-067,90,7,1,6,85.7,Newcastle Jets,Melbourne City,15/02/2019,Newcastle Jets
Lawrence Thomas,Lawrence Thomas,AUS,26-282,90,4,1,3,75,Wellington Phoenix,Melbourne Victory,15/02/2019,Melbourne Victory
Filip Kurto,Filip Kurto,POL,27-246,90,4,1,4,100,Wellington Phoenix,Melbourne Victory,15/02/2019,Wellington Phoenix
Vedran Janjetović,Vedran Janjetovic,AUS,31-180,90,4,1,4,75,Adelaide United,Western Sydney Wanderers,16/02/2019,Western Sydney Wanderers
Paul Izzo,Paul Izzo,AUS,24-041,90,7,3,4,57.1,Adelaide United,Western Sydney Wanderers,16/02/2019,Adelaide United
Brendan White,Brendan White,AUS,26-306,90,10,4,6,60,Perth Glory,Brisbane Roar,16/02/2019,Brisbane Roar
Liam Reddy,Liam Reddy,AUS,37-192,90,2,0,2,100,Perth Glory,Brisbane Roar,16/02/2019,Perth Glory
Ben Kennedy,Ben Kennedy,AUS,32-003,90,7,1,7,100,Sydney FC,Central Coast Mariners,17/02/2019,Central Coast Mariners
Andrew Redmayne,Andrew Redmayne,AUS,30-035,90,3,1,2,66.7,Sydney FC,Central Coast Mariners,17/02/2019,Sydney FC
Jamie Young,Jamie Young,ENG,33-181,90,9,3,6,66.7,Central Coast Mariners,Brisbane Roar,22/02/2019,Brisbane Roar
Ben Kennedy,Ben Kennedy,AUS,32-008,90,7,5,2,28.6,Central Coast Mariners,Brisbane Roar,22/02/2019,Central Coast Mariners
Eugene Galekovic,Eugene Galekovic,AUS,37-256,90,1,1,0,0,Melbourne Victory,Melbourne City,23/02/2019,Melbourne City
Lawrence Thomas,Lawrence Thomas,AUS,26-290,90,0,1,0,,Melbourne Victory,Melbourne City,23/02/2019,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,30-041,90,3,0,3,100,Wellington Phoenix,Sydney FC,23/02/2019,Sydney FC
Filip Kurto,Filip Kurto,POL,27-254,90,3,1,3,100,Wellington Phoenix,Sydney FC,23/02/2019,Wellington Phoenix
Paul Izzo,Paul Izzo,AUS,24-049,90,2,0,2,100,Newcastle Jets,Adelaide United,24/02/2019,Adelaide United
Glen Moss,Glen Moss,NZL,36-036,90,2,0,2,100,Newcastle Jets,Adelaide United,24/02/2019,Newcastle Jets
Liam Reddy,Liam Reddy,AUS,37-200,90,3,1,2,66.7,Western Sydney Wanderers,Perth Glory,24/02/2019,Perth Glory
Vedran Janjetović,Vedran Janjetovic,AUS,31-188,90,4,1,3,75,Western Sydney Wanderers,Perth Glory,24/02/2019,Western Sydney Wanderers
Paul Izzo,Paul Izzo,AUS,24-054,90,5,2,3,60,Sydney FC,Adelaide United,1/03/2019,Adelaide United
Andrew Redmayne,Andrew Redmayne,AUS,30-047,90,1,0,1,100,Sydney FC,Adelaide United,1/03/2019,Sydney FC
Glen Moss,Glen Moss,NZL,36-042,90,3,0,3,100,Melbourne Victory,Newcastle Jets,2/03/2019,Newcastle Jets
Lawrence Thomas,Lawrence Thomas,AUS,26-297,90,5,2,3,60,Melbourne Victory,Newcastle Jets,2/03/2019,Melbourne Victory
Liam Reddy,Liam Reddy,AUS,37-207,90,1,2,0,0,Melbourne City,Perth Glory,3/03/2019,Perth Glory
Eugene Galekovic,Eugene Galekovic,AUS,37-264,90,4,2,2,50,Melbourne City,Perth Glory,3/03/2019,Melbourne City
Vedran Janjetović,Vedran Janjetovic,AUS,31-200,90,2,1,1,50,Brisbane Roar,Western Sydney Wanderers,8/03/2019,Western Sydney Wanderers
Jamie Young,Jamie Young,ENG,33-195,90,7,4,3,42.9,Brisbane Roar,Western Sydney Wanderers,8/03/2019,Brisbane Roar
Filip Kurto,Filip Kurto,POL,27-268,90,7,2,5,71.4,Central Coast Mariners,Wellington Phoenix,9/03/2019,Wellington Phoenix
Ben Kennedy,Ben Kennedy,AUS,32-023,90,14,8,6,42.9,Central Coast Mariners,Wellington Phoenix,9/03/2019,Central Coast Mariners
Liam Reddy,Liam Reddy,AUS,37-219,90,5,0,5,100,Adelaide United,Perth Glory,15/03/2019,Perth Glory
Paul Izzo,Paul Izzo,AUS,24-068,90,8,2,6,75,Adelaide United,Perth Glory,15/03/2019,Adelaide United
Brendan White,Brendan White,AUS,26-334,90,6,2,4,66.7,Melbourne Victory,Brisbane Roar,16/03/2019,Brisbane Roar
Matt Acton,Matt Acton,AUS,26-286,90,4,1,3,75,Melbourne Victory,Brisbane Roar,16/03/2019,Melbourne Victory
Ben Kennedy,Ben Kennedy,AUS,32-030,90,5,2,4,60,Newcastle Jets,Central Coast Mariners,16/03/2019,Central Coast Mariners
Glen Moss,Glen Moss,NZL,36-056,90,4,3,1,25,Newcastle Jets,Central Coast Mariners,16/03/2019,Newcastle Jets
Eugene Galekovic,Eugene Galekovic,AUS,37-278,90,0,0,0,,Sydney FC,Melbourne City,17/03/2019,Melbourne City
Andrew Redmayne,Andrew Redmayne,AUS,30-063,90,4,2,2,50,Sydney FC,Melbourne City,17/03/2019,Sydney FC
Vedran Janjetović,Vedran Janjetovic,AUS,31-209,90,3,3,0,0,Wellington Phoenix,Western Sydney Wanderers,17/03/2019,Western Sydney Wanderers
Filip Kurto,Filip Kurto,POL,27-276,90,2,1,1,50,Wellington Phoenix,Western Sydney Wanderers,17/03/2019,Wellington Phoenix
Andrew Redmayne,Andrew Redmayne,AUS,30-075,90,4,1,3,75,Brisbane Roar,Sydney FC,29/03/2019,Sydney FC
Jamie Young,Jamie Young,ENG,33-216,90,7,3,4,57.1,Brisbane Roar,Sydney FC,29/03/2019,Brisbane Roar
Lawrence Thomas,Lawrence Thomas,AUS,26-325,90,6,0,6,100,Perth Glory,Melbourne Victory,30/03/2019,Melbourne Victory
Liam Reddy,Liam Reddy,AUS,37-234,90,4,2,3,75,Perth Glory,Melbourne Victory,30/03/2019,Perth Glory
Glen Moss,Glen Moss,NZL,36-070,90,6,4,3,50,Wellington Phoenix,Newcastle Jets,30/03/2019,Newcastle Jets
Filip Kurto,Filip Kurto,POL,27-289,90,1,1,0,0,Wellington Phoenix,Newcastle Jets,30/03/2019,Wellington Phoenix
Eugene Galekovic,Eugene Galekovic,AUS,37-291,90,2,3,0,0,Western Sydney Wanderers,Melbourne City,30/03/2019,Melbourne City
Vedran Janjetović,Vedran Janjetovic,AUS,31-222,90,1,0,1,100,Western Sydney Wanderers,Melbourne City,30/03/2019,Western Sydney Wanderers
Paul Izzo,Paul Izzo,AUS,24-084,90,3,0,3,100,Central Coast Mariners,Adelaide United,31/03/2019,Adelaide United
Ben Kennedy,Ben Kennedy,AUS,32-045,90,4,1,3,75,Central Coast Mariners,Adelaide United,31/03/2019,Central Coast Mariners
Jamie Young,Jamie Young,ENG,33-223,90,11,4,7,63.6,Melbourne City,Brisbane Roar,5/04/2019,Brisbane Roar
Eugene Galekovic,Eugene Galekovic,AUS,37-297,90,2,1,1,50,Melbourne City,Brisbane Roar,5/04/2019,Melbourne City
Vedran Janjetović,Vedran Janjetovic,AUS,31-229,90,4,3,1,25,Newcastle Jets,Western Sydney Wanderers,6/04/2019,Western Sydney Wanderers
Glen Moss,Glen Moss,NZL,36-077,90,6,2,4,66.7,Newcastle Jets,Western Sydney Wanderers,6/04/2019,Newcastle Jets
Matt Acton,Matt Acton,AUS,26-307,90,7,2,5,71.4,Sydney FC,Melbourne Victory,6/04/2019,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,30-083,90,4,1,3,75,Sydney FC,Melbourne Victory,6/04/2019,Sydney FC
Filip Kurto,Filip Kurto,POL,27-297,90,3,3,0,0,Adelaide United,Wellington Phoenix,7/04/2019,Wellington Phoenix
Paul Izzo,Paul Izzo,AUS,24-091,90,5,1,4,80,Adelaide United,Wellington Phoenix,7/04/2019,Adelaide United
Liam Reddy,Liam Reddy,AUS,37-242,90,1,0,1,100,Central Coast Mariners,Perth Glory,7/04/2019,Perth Glory
Ben Kennedy,Ben Kennedy,AUS,32-052,90,6,3,4,66.7,Central Coast Mariners,Perth Glory,7/04/2019,Central Coast Mariners
Filip Kurto,Filip Kurto,POL,27-302,90,8,2,6,75,Brisbane Roar,Wellington Phoenix,12/04/2019,Wellington Phoenix
Jamie Young,Jamie Young,ENG,33-230,90,5,1,4,80,Brisbane Roar,Wellington Phoenix,12/04/2019,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,24-097,90,3,0,3,100,Melbourne City,Adelaide United,13/04/2019,Adelaide United
Eugene Galekovic,Eugene Galekovic,AUS,37-305,90,5,0,5,100,Melbourne City,Adelaide United,13/04/2019,Melbourne City
Andrew Redmayne,Andrew Redmayne,AUS,30-090,90,7,1,6,85.7,Western Sydney Wanderers,Sydney FC,13/04/2019,Sydney FC
Vedran Janjetović,Vedran Janjetovic,AUS,31-236,90,4,1,3,75,Western Sydney Wanderers,Sydney FC,13/04/2019,Western Sydney Wanderers
Ben Kennedy,Ben Kennedy,AUS,32-059,90,4,2,2,50,Melbourne Victory,Central Coast Mariners,14/04/2019,Central Coast Mariners
Matt Acton,Matt Acton,AUS,26-315,90,1,1,1,100,Melbourne Victory,Central Coast Mariners,14/04/2019,Melbourne Victory
Glen Moss,Glen Moss,NZL,36-085,90,8,1,7,87.5,Perth Glory,Newcastle Jets,14/04/2019,Newcastle Jets
Liam Reddy,Liam Reddy,AUS,37-249,90,4,0,4,100,Perth Glory,Newcastle Jets,14/04/2019,Perth Glory
Liam Reddy,Liam Reddy,AUS,37-253,90,3,1,2,66.7,Sydney FC,Perth Glory,18/04/2019,Perth Glory
Andrew Redmayne,Andrew Redmayne,AUS,30-095,90,0,0,0,,Sydney FC,Perth Glory,18/04/2019,Sydney FC
Matt Acton,Matt Acton,AUS,26-320,90,1,1,0,0,Adelaide United,Melbourne Victory,19/04/2019,Melbourne Victory
Paul Izzo,Paul Izzo,AUS,24-103,90,0,0,0,,Adelaide United,Melbourne Victory,19/04/2019,Adelaide United
Lewis Italiano,Lewis Italiano,AUS,28-131,90,8,1,7,87.5,Brisbane Roar,Newcastle Jets,20/04/2019,Newcastle Jets
Jamie Young,Jamie Young,ENG,33-238,90,11,6,5,45.5,Brisbane Roar,Newcastle Jets,20/04/2019,Brisbane Roar
Jack Greenwood,Jack Greenwood,AUS,19-259,90,5,3,3,60,Central Coast Mariners,Western Sydney Wanderers,20/04/2019,Western Sydney Wanderers
Adam Pearce,Adam Pearce,AUS,22-102,90,4,1,4,100,Central Coast Mariners,Western Sydney Wanderers,20/04/2019,Central Coast Mariners
Eugene Galekovic,Eugene Galekovic,AUS,37-313,90,6,3,3,50,Wellington Phoenix,Melbourne City,21/04/2019,Melbourne City
Filip Kurto,Filip Kurto,POL,27-311,90,9,2,7,77.8,Wellington Phoenix,Melbourne City,21/04/2019,Wellington Phoenix
Paul Izzo,Paul Izzo,AUS,24-109,90,5,3,3,60,Brisbane Roar,Adelaide United,25/04/2019,Adelaide United
Jamie Young,Jamie Young,ENG,33-243,90,6,5,1,16.7,Brisbane Roar,Adelaide United,25/04/2019,Brisbane Roar
Adam Pearce,Adam Pearce,AUS,22-108,90,6,5,1,16.7,Melbourne City,Central Coast Mariners,26/04/2019,Central Coast Mariners
James Delianov,James Delianov,AUS,19-188,90,2,0,2,100,Melbourne City,Central Coast Mariners,26/04/2019,Melbourne City
Andrew Redmayne,Andrew Redmayne,AUS,30-104,90,5,2,3,60,Newcastle Jets,Sydney FC,27/04/2019,Sydney FC
Glen Moss,Glen Moss,NZL,36-098,90,10,0,10,100,Newcastle Jets,Sydney FC,27/04/2019,Newcastle Jets
Matt Acton,Matt Acton,AUS,26-328,90,3,0,3,100,Western Sydney Wanderers,Melbourne Victory,27/04/2019,Melbourne Victory
Jack Greenwood,Jack Greenwood,AUS,19-266,90,3,1,2,66.7,Western Sydney Wanderers,Melbourne Victory,27/04/2019,Western Sydney Wanderers
Oliver Sail,Oliver Sail,NZL,23-105,90,17,5,12,70.6,Perth Glory,Wellington Phoenix,28/04/2019,Wellington Phoenix
Liam Reddy,Liam Reddy,AUS,37-263,90,3,0,3,100,Perth Glory,Wellington Phoenix,28/04/2019,Perth Glory
Filip Kurto,Filip Kurto,POL,27-323,90,5,3,2,40,Melbourne Victory,Wellington Phoenix,3/05/2019,Wellington Phoenix
Lawrence Thomas,Lawrence Thomas,AUS,26-359,90,3,1,2,66.7,Melbourne Victory,Wellington Phoenix,3/05/2019,Melbourne Victory
Eugene Galekovic,Eugene Galekovic,AUS,37-327,120,2,1,1,50,Adelaide United,Melbourne City,5/05/2019,Melbourne City
Paul Izzo,Paul Izzo,AUS,24-119,120,5,0,5,100,Adelaide United,Melbourne City,5/05/2019,Adelaide United
Paul Izzo,Paul Izzo,AUS,24-124,120,6,3,3,50,Perth Glory,Adelaide United,10/05/2019,Adelaide United
Liam Reddy,Liam Reddy,AUS,37-275,120,6,3,3,50,Perth Glory,Adelaide United,10/05/2019,Perth Glory
Lawrence Thomas,Lawrence Thomas,AUS,27-003,90,7,6,2,28.6,Sydney FC,Melbourne Victory,12/05/2019,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,30-119,90,4,1,3,75,Sydney FC,Melbourne Victory,12/05/2019,Sydney FC
Andrew Redmayne,Andrew Redmayne,AUS,30-126,120,2,0,2,100,Perth Glory,Sydney FC,19/05/2019,Sydney FC
Liam Reddy,Liam Reddy,AUS,37-284,120,0,0,0,,Perth Glory,Sydney FC,19/05/2019,Perth Glory
Tom Heward-Belle,Tom Heward-Belle,AUS,22-214,90,3,2,1,33.3,Adelaide United,Sydney FC,11/10/2019,Sydney FC
Paul Izzo,Paul Izzo,AUS,24-278,90,6,3,4,66.7,Adelaide United,Sydney FC,11/10/2019,Adelaide United
Dean Bouzanis,Dean Bouzanis,AUS,29-010,90,1,0,1,100,Melbourne Victory,Melbourne City,12/10/2019,Melbourne City
Lawrence Thomas,Lawrence Thomas,AUS,27-156,90,4,0,4,100,Melbourne Victory,Melbourne City,12/10/2019,Melbourne Victory
Mark Birighitti,Mark Birighitti,AUS,28-178,90,6,2,5,83.3,Western Sydney Wanderers,Central Coast Mariners,12/10/2019,Central Coast Mariners
Daniel Lopar,Daniel Lopar,SUI,34-176,90,3,1,2,66.7,Western Sydney Wanderers,Central Coast Mariners,12/10/2019,Western Sydney Wanderers
Max Crocombe,Max Crocombe,NZL,26-062,90,2,1,1,50,Perth Glory,Brisbane Roar,13/10/2019,Brisbane Roar
Liam Reddy,Liam Reddy,AUS,38-066,90,3,1,2,66.7,Perth Glory,Brisbane Roar,13/10/2019,Perth Glory
Filip Kurto,Filip Kurto,POL,28-121,90,1,0,1,100,Wellington Phoenix,Western United,13/10/2019,Western United
Stefan Marinovic,Stefan Marinovic,NZL,28-006,90,6,1,5,83.3,Wellington Phoenix,Western United,13/10/2019,Wellington Phoenix
Daniel Lopar,Daniel Lopar,SUI,34-182,90,3,1,3,100,Melbourne Victory,Western Sydney Wanderers,18/10/2019,Western Sydney Wanderers
Lawrence Thomas,Lawrence Thomas,AUS,27-162,90,4,2,2,50,Melbourne Victory,Western Sydney Wanderers,18/10/2019,Melbourne Victory
Glen Moss,Glen Moss,NZL,36-273,90,2,1,1,50,Central Coast Mariners,Newcastle Jets,19/10/2019,Newcastle Jets
Mark Birighitti,Mark Birighitti,AUS,28-185,90,4,1,4,100,Central Coast Mariners,Newcastle Jets,19/10/2019,Central Coast Mariners
Liam Reddy,Liam Reddy,AUS,38-072,90,5,1,4,80,Western United,Perth Glory,19/10/2019,Perth Glory
Filip Kurto,Filip Kurto,POL,28-127,90,6,1,5,83.3,Western United,Perth Glory,19/10/2019,Western United
Paul Izzo,Paul Izzo,AUS,24-287,90,4,2,2,50,Melbourne City,Adelaide United,20/10/2019,Adelaide United
Dean Bouzanis,Dean Bouzanis,AUS,29-018,90,5,1,4,80,Melbourne City,Adelaide United,20/10/2019,Melbourne City
Stefan Marinovic,Stefan Marinovic,NZL,28-013,90,7,2,5,71.4,Sydney FC,Wellington Phoenix,20/10/2019,Wellington Phoenix
Andrew Redmayne,Andrew Redmayne,AUS,30-280,90,8,1,7,87.5,Sydney FC,Wellington Phoenix,20/10/2019,Sydney FC
Lawrence Thomas,Lawrence Thomas,AUS,27-169,90,4,0,4,100,Brisbane Roar,Melbourne Victory,25/10/2019,Melbourne Victory
Max Crocombe,Max Crocombe,NZL,26-074,90,3,1,2,66.7,Brisbane Roar,Melbourne Victory,25/10/2019,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,24-293,90,8,1,7,87.5,Newcastle Jets,Adelaide United,26/10/2019,Adelaide United
Glen Moss,Glen Moss,NZL,36-280,90,4,2,2,50,Newcastle Jets,Adelaide United,26/10/2019,Newcastle Jets
Andrew Redmayne,Andrew Redmayne,AUS,30-286,90,2,1,1,50,Western Sydney Wanderers,Sydney FC,26/10/2019,Sydney FC
Daniel Lopar,Daniel Lopar,SUI,34-190,90,4,0,4,100,Western Sydney Wanderers,Sydney FC,26/10/2019,Western Sydney Wanderers
Liam Reddy,Liam Reddy,AUS,38-080,90,3,1,3,100,Wellington Phoenix,Perth Glory,27/10/2019,Perth Glory
Stefan Marinovic,Stefan Marinovic,NZL,28-020,90,8,2,6,75,Wellington Phoenix,Perth Glory,27/10/2019,Wellington Phoenix
Dean Bouzanis,Dean Bouzanis,AUS,29-025,90,5,1,5,100,Western United,Melbourne City,27/10/2019,Melbourne City
Filip Kurto,Filip Kurto,POL,28-135,90,9,2,7,77.8,Western United,Melbourne City,27/10/2019,Western United
Glen Moss,Glen Moss,NZL,36-286,90,7,4,3,42.9,Sydney FC,Newcastle Jets,1/11/2019,Newcastle Jets
Andrew Redmayne,Andrew Redmayne,AUS,30-292,90,4,1,3,75,Sydney FC,Newcastle Jets,1/11/2019,Sydney FC
Filip Kurto,Filip Kurto,POL,28-141,90,3,2,1,33.3,Melbourne Victory,Western United,2/11/2019,Western United
Lawrence Thomas,Lawrence Thomas,AUS,27-177,90,5,3,2,40,Melbourne Victory,Western United,2/11/2019,Melbourne Victory
Max Crocombe,Max Crocombe,NZL,26-082,90,4,0,4,100,Western Sydney Wanderers,Brisbane Roar,2/11/2019,Brisbane Roar
Daniel Lopar,Daniel Lopar,SUI,34-197,90,6,0,6,100,Western Sydney Wanderers,Brisbane Roar,2/11/2019,Western Sydney Wanderers
Stefan Marinovic,Stefan Marinovic,NZL,28-027,90,7,3,5,71.4,Melbourne City,Wellington Phoenix,3/11/2019,Wellington Phoenix
Dean Bouzanis,Dean Bouzanis,AUS,29-032,90,3,2,1,33.3,Melbourne City,Wellington Phoenix,3/11/2019,Melbourne City
Mark Birighitti,Mark Birighitti,AUS,28-200,90,5,1,4,80,Perth Glory,Central Coast Mariners,3/11/2019,Central Coast Mariners
Liam Reddy,Liam Reddy,AUS,38-087,90,3,2,1,33.3,Perth Glory,Central Coast Mariners,3/11/2019,Perth Glory
Mark Birighitti,Mark Birighitti,AUS,28-205,90,9,3,6,66.7,Melbourne City,Central Coast Mariners,8/11/2019,Central Coast Mariners
Dean Bouzanis,Dean Bouzanis,AUS,29-037,90,5,1,4,80,Melbourne City,Central Coast Mariners,8/11/2019,Melbourne City
Liam Reddy,Liam Reddy,AUS,38-093,90,3,1,2,66.7,Newcastle Jets,Perth Glory,9/11/2019,Perth Glory
Glen Moss,Glen Moss,NZL,36-294,90,4,1,3,75,Newcastle Jets,Perth Glory,9/11/2019,Newcastle Jets
Daniel Lopar,Daniel Lopar,SUI,34-204,90,5,2,3,60,Western United,Western Sydney Wanderers,9/11/2019,Western Sydney Wanderers
Filip Kurto,Filip Kurto,POL,28-148,90,2,1,1,50,Western United,Western Sydney Wanderers,9/11/2019,Western United
Max Crocombe,Max Crocombe,NZL,26-090,90,4,1,3,75,Adelaide United,Brisbane Roar,10/11/2019,Brisbane Roar
Paul Izzo,Paul Izzo,AUS,24-308,90,3,0,3,100,Adelaide United,Brisbane Roar,10/11/2019,Adelaide United
Stefan Marinovic,Stefan Marinovic,NZL,28-034,90,6,1,5,83.3,Melbourne Victory,Wellington Phoenix,10/11/2019,Wellington Phoenix
Lawrence Thomas,Lawrence Thomas,AUS,27-185,90,3,1,3,100,Melbourne Victory,Wellington Phoenix,10/11/2019,Melbourne Victory
Paul Izzo,Paul Izzo,AUS,24-314,90,4,1,4,100,Central Coast Mariners,Adelaide United,16/11/2019,Adelaide United
Mark Birighitti,Mark Birighitti,AUS,28-213,90,10,3,8,70,Central Coast Mariners,Adelaide United,16/11/2019,Central Coast Mariners
Glen Moss,Glen Moss,NZL,36-301,90,3,0,3,100,Western United,Newcastle Jets,16/11/2019,Newcastle Jets
Filip Kurto,Filip Kurto,POL,28-155,90,5,1,4,80,Western United,Newcastle Jets,16/11/2019,Western United
Dean Bouzanis,Dean Bouzanis,AUS,29-046,90,4,4,2,50,Brisbane Roar,Melbourne City,17/11/2019,Melbourne City
Max Crocombe,Max Crocombe,NZL,26-097,90,9,3,6,66.7,Brisbane Roar,Melbourne City,17/11/2019,Brisbane Roar
Lawrence Thomas,Lawrence Thomas,AUS,27-192,90,5,2,3,60,Sydney FC,Melbourne Victory,17/11/2019,Melbourne Victory
Andrew Redmayne,Andrew Redmayne,AUS,30-308,90,1,1,0,0,Sydney FC,Melbourne Victory,17/11/2019,Sydney FC
Dean Bouzanis,Dean Bouzanis,AUS,29-051,90,6,2,4,66.7,Western Sydney Wanderers,Melbourne City,22/11/2019,Melbourne City
Daniel Lopar,Daniel Lopar,SUI,34-217,90,6,3,4,66.7,Western Sydney Wanderers,Melbourne City,22/11/2019,Western Sydney Wanderers
Lawrence Thomas,Lawrence Thomas,AUS,27-198,90,6,3,3,50,Adelaide United,Melbourne Victory,23/11/2019,Melbourne Victory
Paul Izzo,Paul Izzo,AUS,24-321,90,2,1,1,50,Adelaide United,Melbourne Victory,23/11/2019,Adelaide United
Andrew Redmayne,Andrew Redmayne,AUS,30-314,90,5,1,4,80,Perth Glory,Sydney FC,23/11/2019,Sydney FC
Liam Reddy,Liam Reddy,AUS,38-107,90,3,3,1,33.3,Perth Glory,Sydney FC,23/11/2019,Perth Glory
Max Crocombe,Max Crocombe,NZL,26-103,90,6,2,4,66.7,Wellington Phoenix,Brisbane Roar,23/11/2019,Brisbane Roar
Stefan Marinovic,Stefan Marinovic,NZL,28-047,90,3,1,2,66.7,Wellington Phoenix,Brisbane Roar,23/11/2019,Wellington Phoenix
Filip Kurto,Filip Kurto,POL,28-163,90,3,1,2,66.7,Central Coast Mariners,Western United,24/11/2019,Western United
Mark Birighitti,Mark Birighitti,AUS,28-221,90,5,0,5,100,Central Coast Mariners,Western United,24/11/2019,Central Coast Mariners
Liam Reddy,Liam Reddy,AUS,38-113,90,3,1,2,66.7,Melbourne Victory,Perth Glory,29/11/2019,Perth Glory
Lawrence Thomas,Lawrence Thomas,AUS,27-204,90,4,0,4,100,Melbourne Victory,Perth Glory,29/11/2019,Melbourne Victory
Mark Birighitti,Mark Birighitti,AUS,28-227,90,6,2,4,66.7,Brisbane Roar,Central Coast Mariners,30/11/2019,Central Coast Mariners
Jamie Young,Jamie Young,ENG,34-097,90,5,0,5,100,Brisbane Roar,Central Coast Mariners,30/11/2019,Brisbane Roar
Daniel Lopar,Daniel Lopar,SUI,34-225,90,10,2,8,80,Newcastle Jets,Western Sydney Wanderers,30/11/2019,Western Sydney Wanderers
Glen Moss,Glen Moss,NZL,36-315,90,4,0,4,100,Newcastle Jets,Western Sydney Wanderers,30/11/2019,Newcastle Jets
Stefan Marinovic,Stefan Marinovic,NZL,28-055,90,3,1,2,66.7,Adelaide United,Wellington Phoenix,1/12/2019,Wellington Phoenix
Paul Izzo,Paul Izzo,AUS,24-329,90,8,2,7,87.5,Adelaide United,Wellington Phoenix,1/12/2019,Adelaide United
Andrew Redmayne,Andrew Redmayne,AUS,30-322,90,2,0,2,100,Western United,Sydney FC,1/12/2019,Sydney FC
Filip Kurto,Filip Kurto,POL,28-170,90,6,2,4,66.7,Western United,Sydney FC,1/12/2019,Western United
Liam Reddy,Liam Reddy,AUS,38-120,90,2,0,2,100,Melbourne City,Perth Glory,6/12/2019,Perth Glory
Dean Bouzanis,Dean Bouzanis,AUS,29-065,90,4,3,1,25,Melbourne City,Perth Glory,6/12/2019,Melbourne City
Jamie Young,Jamie Young,ENG,34-104,90,8,5,3,37.5,Sydney FC,Brisbane Roar,7/12/2019,Brisbane Roar
Andrew Redmayne,Andrew Redmayne,AUS,30-328,90,5,1,5,100,Sydney FC,Brisbane Roar,7/12/2019,Sydney FC
Daniel Lopar,Daniel Lopar,SUI,34-232,90,4,2,3,75,Wellington Phoenix,Western Sydney Wanderers,7/12/2019,Western Sydney Wanderers
